fpl_id,fpl_name,understat_name,understat_id,normalized_name
177.0,Dominic Calvert-Lewin,Dominic Calvert-Lewin,5555,dominic calvertlewin
,,Gabriel,5613,gabriel
399.0,Ismaila Sarr,Ismaila Sarr,5675,ismaila sarr
159.0,Jean-Philippe Mateta,Jean-Philippe Mateta,5735,jeanphilippe mateta
,,Eddie Nketiah,6482,eddie nketiah
701.0,Dejan Kulusevski,Dejan Kulusevski,6691,dejan kulusevski
,,Juan Camilo Hernández,6954,juan camilo hernandez
289.0,Mason Greenwood,Mason Greenwood,7490,mason greenwood
142.0,Reece James,Reece James,8067,reece james
422.0,Tomas Soucek,Tomas Soucek,8288,tomas soucek
,,Bruno Guimarães,8327,bruno guimaraes
74.0,Alexis Mac Allister,Alexis Mac Allister,8379,alexis mac allister
583.0,Hee-Chan Hwang,Hee-Chan Hwang,8845,heechan hwang
455.0,Patson Daka,Patson Daka,9738,patson daka
134.0,Timo Werner,Timo Werner,65,timo werner
,,Joelinton,87,joelinton
4.0,Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang,318,pierreemerick aubameyang
281.0,Marcus Rashford,Marcus Rashford,556,marcus rashford
149.0,Christian Benteke,Christian Benteke,606,christian benteke
213.0,Kelechi Iheanacho,Kelechi Iheanacho,620,kelechi iheanacho
155.0,Jeffrey Schlupp,Jeffrey Schlupp,757,jeffrey schlupp
122.0,Marcos Alonso,Marcos Alonso,1621,marcos alonso
,,Emiliano Buendía,2203,emiliano buendia
259.0,Aymeric Laporte,Aymeric Laporte,2498,aymeric laporte
6.0,Alexandre Lacazette,Alexandre Lacazette,3277,alexandre lacazette
287.0,Daniel James,Daniel James,5595,daniel james
343.0,Jan Bednarek,Jan Bednarek,6042,jan bednarek
96.0,Bryan Mbeumo,Bryan Mbeumo,6552,bryan mbeumo
,,Fred,6817,fred
429.0,Conor Coady,Conor Coady,6851,conor coady
,,Rúben Neves,6853,ruben neves
517.0,Mohamed Elyounoussi,Mohamed Elyounoussi,6894,mohamed elyounoussi
503.0,Anthony Gordon,Anthony Gordon,8150,anthony gordon
44.0,Matthew Cash,Matthew Cash,8864,matthew cash
131.0,Hakim Ziyech,Hakim Ziyech,8992,hakim ziyech
84.0,Vitaly Janelt,Vitaly Janelt,9680,vitaly janelt
696.0,Luis Díaz,Luis Díaz,10408,luis diaz
224.0,Joel Matip,Joel Matip,332,joel matip
235.0,Divock Origi,Divock Origi,484,divock origi
153.0,Jordan Ayew,Jordan Ayew,672,jordan ayew
33.0,Jack Grealish,Jack Grealish,675,jack grealish
482.0,Andros Townsend,Andros Townsend,775,andros townsend
,,Ben Chilwell,782,ben chilwell
229.0,Virgil van Dijk,Virgil van Dijk,833,virgil van dijk
81.0,Sergi Canós,Sergi Canos,1078,sergi canos
169.0,Michael Keane,Michael Keane,1653,michael keane
106.0,Ben Mee,Ben Mee,1654,ben mee
234.0,Andrew Robertson,Andrew Robertson,1688,andrew robertson
76.0,Pontus Jansson,Pontus Jansson,1801,pontus jansson
127.0,Antonio Rüdiger,Antonio Rüdiger,1822,antonio rudiger
190.0,Diego Llorente,Diego Llorente,2163,diego llorente
,,Thiago Silva,3288,thiago silva
239.0,Naby Keita,Naby Keita,5247,naby keita
485.0,Jadon Sancho,Jadon Sancho,6345,jadon sancho
527.0,Trevoh Chalobah,Trevoh Chalobah,6615,trevoh chalobah
77.0,Christian Nørgaard,Christian Nørgaard,7083,christian nrgaard
35.0,John McGinn,John McGinn,7723,john mcginn
236.0,Takumi Minamino,Takumi Minamino,8239,takumi minamino
,,João Pedro,8272,joao pedro
369.0,Steven Bergwijn,Steven Bergwijn,8300,steven bergwijn
83.0,Rico Henry,Rico Henry,9679,rico henry
305.0,Fabian Schär,Fabian Schär,76,fabian schar
55.0,Pascal Groß,Pascal Groß,239,pascal gro
365.0,Pierre-Emile Højbjerg,Pierre-Emile Højbjerg,343,pierreemile hjbjerg
174.0,Alex Iwobi,Alex Iwobi,500,alex iwobi
411.0,Aaron Cresswell,Aaron Cresswell,534,aaron cresswell
276.0,Jesse Lingard,Jesse Lingard,558,jesse lingard
258.0,Nathan Aké,Nathan Aké,579,nathan ake
575.0,Aaron Lennon,Aaron Lennon,593,aaron lennon
222.0,Jordan Henderson,Jordan Henderson,605,jordan henderson
,,Fernandinho,614,fernandinho
678.0,Kieran Trippier,Kieran Trippier,652,kieran trippier
,,N&#039;Golo Kanté,751,n039golo kante
291.0,Jonjo Shelvey,Jonjo Shelvey,769,jonjo shelvey
211.0,Ayoze Pérez,Ayoze Pérez,770,ayoze perez
354.0,Moussa Sissoko,Moussa Sissoko,772,moussa sissoko
414.0,Craig Dawson,Craig Dawson,804,craig dawson
189.0,Patrick Bamford,Patrick Bamford,822,patrick bamford
,,Oriol Romeu,842,oriol romeu
104.0,Jay Rodriguez,Jay Rodriguez,844,jay rodriguez
227.0,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,966,alex oxladechamberlain
178.0,Mason Holgate,Mason Holgate,985,mason holgate
111.0,Matej Vydra,Matej Vydra,1017,matej vydra
298.0,Ryan Fraser,Ryan Fraser,1683,ryan fraser
173.0,Abdoulaye Doucouré,Abdoulaye Doucouré,1726,abdoulaye doucoure
237.0,Trent Alexander-Arnold,Trent Alexander-Arnold,1791,trent alexanderarnold
125.0,Mateo Kovacic,Mateo Kovacic,2254,mateo kovacic
,,Jonny,2280,jonny
15.0,Thomas Partey,Thomas Partey,2328,thomas partey
,,Lucas Moura,3293,lucas moura
269.0,Edinson Cavani,Edinson Cavani,3294,edinson cavani
,,João Moutinho,3422,joao moutinho
431.0,Romain Saïss,Romain Saiss,3491,romain saiss
525.0,Adam Armstrong,Adam Armstrong,4419,adam armstrong
,,Douglas Luiz,6122,douglas luiz
367.0,Davinson Sánchez,Davinson Sánchez,6249,davinson sanchez
268.0,Ferran Torres,Ferrán Torres,6441,ferran torres
,,Joe Willock,6630,joe willock
360.0,Matt Doherty,Matt Doherty,6852,matt doherty
339.0,Stuart Armstrong,Stuart Armstrong,6893,stuart armstrong
700.0,Wout Weghorst,Wout Weghorst,7052,wout weghorst
370.0,Sergio Reguilón,Sergio Reguilón,7187,sergio reguilon
434.0,Leander Dendoncker,Leander Dendoncker,7236,leander dendoncker
516.0,Joshua Sargent,Joshua Sargent,7295,joshua sargent
477.0,Marc Guéhi,Marc Guehi,7603,marc guehi
61.0,Adam Webster,Adam Webster,7699,adam webster
45.0,Ezri Konsa Ngoyo,Ezri Konsa Ngoyo,7726,ezri konsa ngoyo
,,Daniel Podence,8291,daniel podence
115.0,Josh Brownhill,Josh Brownhill,8323,josh brownhill
185.0,Luke Ayling,Luke Ayling,8716,luke ayling
282.0,Donny van de Beek,Donny van de Beek,8821,donny van de beek
,,Trincão,8934,trincao
,,Rúben Dias,8961,ruben dias
577.0,Joe Gelhardt,Joe Gelhardt,9339,joe gelhardt
512.0,Anthony Elanga,Anthony Elanga,9524,anthony elanga
451.0,Nathan Collins,Nathan Collins,9733,nathan collins
462.0,Enock Mwepu,Enock Mwepu,9734,enock mwepu
464.0,Michael Olise,Michael Olise,9948,michael olise
7.0,Granit Xhaka,Granit Xhaka,204,granit xhaka
,,Thiago Alcántara,229,thiago alcantara
378.0,Dan Gosling,Dan Gosling,462,dan gosling
10.0,Calum Chambers,Calum Chambers,508,calum chambers
409.0,Angelo Ogbonna,Angelo Ogbonna,528,angelo ogbonna
147.0,James Tomkins,James Tomkins,530,james tomkins
406.0,Mark Noble,Mark Noble,533,mark noble
278.0,Anthony Martial,Anthony Martial,553,anthony martial
165.0,Seamus Coleman,Seamus Coleman,585,seamus coleman
252.0,John Stones,John Stones,586,john stones
124.0,Ross Barkley,Ross Barkley,592,ross barkley
,,Dele Alli,645,dele alli
699.0,Christian Eriksen,Christian Eriksen,646,christian eriksen
248.0,Ben Davies,Ben Davies,660,ben davies
364.0,Ben Davies,Ben Davies,660,ben davies
119.0,César Azpilicueta,César Azpilicueta,681,cesar azpilicueta
101.0,Jack Cork,Jack Cork,712,jack cork
202.0,Marc Albrighton,Marc Albrighton,753,marc albrighton
299.0,Jamaal Lascelles,Jamaal Lascelles,766,jamaal lascelles
336.0,Nathan Redmond,Nathan Redmond,790,nathan redmond
201.0,Jonny Evans,Jonny Evans,807,jonny evans
591.0,Salomón Rondón,Salomón Rondón,813,salomon rondon
519.0,Shane Long,Shane Long,839,shane long
5.0,Cédric Soares,Cédric Soares,847,cedric soares
39.0,Matt Targett,Matt Targett,884,matt targett
342.0,Kyle Walker-Peters,Kyle Walker-Peters,885,kyle walkerpeters
435.0,Adama Traoré,Adama Traoré,900,adama traore
128.0,Kurt Zouma,Kurt Zouma,935,kurt zouma
193.0,Tyler Roberts,Tyler Roberts,1014,tyler roberts
38.0,Tyrone Mings,Tyrone Mings,1024,tyrone mings
323.0,Kieran Dowell,Kieran Dowell,1032,kieran dowell
176.0,Tom Davies,Tom Davies,1042,tom davies
495.0,Juraj Kucka,Juraj Kucka,1123,juraj kucka
110.0,Matthew Lowton,Matthew Lowton,1652,matthew lowton
98.0,James Tarkowski,James Tarkowski,1665,james tarkowski
273.0,Harry Maguire,Harry Maguire,1687,harry maguire
302.0,Javier Manquillo,Javier Manquillo,1719,javier manquillo
272.0,Paul Pogba,Paul Pogba,1740,paul pogba
297.0,Jeff Hendrick,Jeff Hendrick,1746,jeff hendrick
14.0,Rob Holding,Rob Holding,1749,rob holding
417.0,Arthur Masuaku,Arthur Masuaku,1760,arthur masuaku
555.0,Raphaël Varane,Raphael Varane,2245,raphael varane
,,João Cancelo,2379,joao cancelo
,,Ricardo Pereira,3303,ricardo pereira
676.0,Hassane Kamara,Hassane Kamara,3729,hassane kamara
186.0,Mateusz Klich,Mateusz Klich,4381,mateusz klich
105.0,Ashley Barnes,Ashley Barnes,4422,ashley barnes
492.0,Leon Bailey,Leon Bailey,5221,leon bailey
217.0,Çaglar Söyüncü,Caglar Söyüncü,5264,caglar soyuncu
421.0,Declan Rice,Declan Rice,5553,declan rice
285.0,Scott McTominay,Scott McTominay,5560,scott mctominay
585.0,Connor Roberts,Connor Roberts,5568,connor roberts
70.0,Yves Bissouma,Yves Bissouma,5609,yves bissouma
42.0,Anwar El Ghazi,Anwar El Ghazi,5612,anwar el ghazi
471.0,Pierre Lees-Melou,Pierre Lees-Melou,5619,pierre leesmelou
17.0,Nicolas Pépé,Nicolas Pepe,5656,nicolas pepe
,,Tanguy NDombele Alvaro,5962,tanguy ndombele alvaro
,,Zanka,6030,zanka
56.0,Shane Duffy,Shane Duffy,6047,shane duffy
59.0,Lewis Dunk,Lewis Dunk,6048,lewis dunk
306.0,Isaac Hayden,Isaac Hayden,6062,isaac hayden
304.0,Jacob Murphy,Jacob Murphy,6063,jacob murphy
209.0,Timothy Castagne,Timothy Castagne,6157,timothy castagne
412.0,Andriy Yarmolenko,Andriy Yarmolenko,6274,andriy yarmolenko
582.0,Nikola Vlasic,Nikola Vlasic,6276,nikola vlasic
,,Pedro Neto,6382,pedro neto
425.0,Ben Johnson,Ben Johnson,6424,ben johnson
140.0,Callum Hudson-Odoi,Callum Hudson-Odoi,6456,callum hudsonodoi
449.0,Milot Rashica,Milot Rashica,6523,milot rashica
244.0,Curtis Jones,Curtis Jones,6665,curtis jones
470.0,Rayan Ait Nouri,Rayan Ait Nouri,6674,rayan ait nouri
36.0,Kortney Hause,Kortney Hause,6859,kortney hause
85.0,Saman Ghoddos,Saman Ghoddos,7069,saman ghoddos
309.0,Sean Longstaff,Sean Longstaff,7078,sean longstaff
584.0,Marc Cucurella,Marc Cucurella,7134,marc cucurella
494.0,Cristian Romero,Cristian Romero,7218,cristian romero
439.0,Max Kilman,Max Kilman,7332,max kilman
58.0,Dan Burn,Dan Burn,7382,dan burn
308.0,Miguel Almirón,Miguel Almirón,7420,miguel almiron
,,Emerson,7430,emerson
581.0,Mathias Normann,Mathias Normann,7470,mathias normann
319.0,Grant Hanley,Grant Hanley,7690,grant hanley
318.0,Kenny McLean,Kenny McLean,7693,kenny mclean
329.0,Adam Idah,Adam Idah,8021,adam idah
16.0,Kieran Tierney,Kieran Tierney,8089,kieran tierney
544.0,Jarrad Branthwaite,Jarrad Branthwaite,8476,jarrad branthwaite
160.0,Eberechi Eze,Eberechi Eze,8706,eberechi eze
198.0,Pascal Struijk,Pascal Struijk,8717,pascal struijk
188.0,Stuart Dallas,Stuart Dallas,8718,stuart dallas
62.0,Joël Veltman,Joël Veltman,8780,joel veltman
538.0,Moisés Caicedo,Moisés Caicedo,9453,moises caicedo
,,Valentino Livramento,9512,valentino livramento
483.0,Kristoffer Ajer,Kristoffer Ajer,9677,kristoffer ajer
91.0,Ethan Pinnock,Ethan Pinnock,9678,ethan pinnock
,,Mads Roerslev,9685,mads roerslev
,,Nuno Tavares,9691,nuno tavares
505.0,Kiernan Dewsbury-Hall,Kiernan Dewsbury-Hall,9739,kiernan dewsburyhall
331.0,Andrew Omobamidele,Andrew Omobamidele,9833,andrew omobamidele
499.0,Shandon Baptiste,Shandon Baptiste,9914,shandon baptiste
675.0,Vitalii Mykolenko,Vitalii Mykolenko,10291,vitalii mykolenko
317.0,Lukas Rupp,Lukas Rupp,62,lukas rupp
340.0,Jannik Vestergaard,Jannik Vestergaard,111,jannik vestergaard
1.0,Bernd Leno,Bernd Leno,181,bernd leno
133.0,Andreas Christensen,Andreas Christensen,200,andreas christensen
11.0,Sead Kolasinac,Sead Kolasinac,342,sead kolasinac
292.0,Matt Ritchie,Matt Ritchie,461,matt ritchie
204.0,Danny Ward,Danny Ward,473,danny ward
53.0,Adam Lallana,Adam Lallana,486,adam lallana
221.0,James Milner,James Milner,489,james milner
,,Mohamed Elneny,496,mohamed elneny
332.0,Theo Walcott,Theo Walcott,503,theo walcott
480.0,Wayne Hennessey,Wayne Hennessey,509,wayne hennessey
474.0,Joel Ward,Joel Ward,510,joel ward
150.0,Cheikhou Kouyaté,Cheikhou Kouyaté,532,cheikhou kouyate
270.0,David de Gea,David de Gea,546,david de gea
459.0,Juan Mata,Juan Mata,554,juan mata
380.0,Troy Deeney,Troy Deeney,574,troy deeney
379.0,Craig Cathcart,Craig Cathcart,581,craig cathcart
381.0,Tom Cleverley,Tom Cleverley,596,tom cleverley
493.0,Nathaniel Clyne,Nathaniel Clyne,603,nathaniel clyne
641.0,Willy Caballero,Willy Caballero,624,willy caballero
52.0,Ashley Young,Ashley Young,631,ashley young
148.0,James McArthur,James McArthur,633,james mcarthur
334.0,Alex McCarthy,Alex McCarthy,635,alex mccarthy
353.0,Hugo Lloris,Hugo Lloris,637,hugo lloris
249.0,Kyle Walker,Kyle Walker,638,kyle walker
377.0,Danny Rose,Danny Rose,641,danny rose
361.0,Eric Dier,Eric Dier,643,eric dier
107.0,Ashley Westwood,Ashley Westwood,669,ashley westwood
132.0,Ruben Loftus-Cheek,Ruben Loftus-Cheek,688,ruben loftuscheek
,,Kenedy,689,kenedy
481.0,Asmir Begović,Asmir Begovic,694,asmir begovic
32.0,Bertrand Traoré,Bertrand Traoré,695,bertrand traore
271.0,Nemanja Matic,Nemanja Matic,697,nemanja matic
408.0,Lukasz Fabianski,Lukasz Fabianski,706,lukasz fabianski
465.0,Federico Fernández,Federico Fernández,708,federico fernandez
170.0,Jordan Pickford,Jordan Pickford,741,jordan pickford
300.0,Dwight Gayle,Dwight Gayle,743,dwight gayle
200.0,Kasper Schmeichel,Kasper Schmeichel,745,kasper schmeichel
208.0,Daniel Amartey,Daniel Amartey,759,daniel amartey
294.0,Karl Darlow,Karl Darlow,780,karl darlow
452.0,John Ruddy,John Ruddy,785,john ruddy
376.0,Ben Foster,Ben Foster,803,ben foster
333.0,Fraser Forster,Fraser Forster,831,fraser forster
473.0,Ryan Bertrand,Ryan Bertrand,835,ryan bertrand
513.0,Freddie Woodman,Freddie Woodman,852,freddie woodman
301.0,Paul Dummett,Paul Dummett,853,paul dummett
156.0,Jack Butland,Jack Butland,856,jack butland
293.0,Ciaran Clark,Ciaran Clark,875,ciaran clark
163.0,Fabian Delph,Fabian Delph,876,fabian delph
100.0,Erik Pieters,Erik Pieters,887,erik pieters
321.0,Sam Byram,Sam Byram,902,sam byram
283.0,Axel Tuanzebe,Axel Tuanzebe,934,axel tuanzebe
632.0,Phil Jones,Phil Jones,951,phil jones
366.0,Harry Winks,Harry Winks,971,harry winks
314.0,Tim Krul,Tim Krul,982,tim krul
238.0,Joseph Gomez,Joseph Gomez,987,joseph gomez
275.0,Luke Shaw,Luke Shaw,1006,luke shaw
389.0,Daniel Bachmann,Daniel Bachmann,1025,daniel bachmann
49.0,Keinan Davis,Keinan Davis,1053,keinan davis
502.0,Jonjoe Kenny,Jonjoe Kenny,1084,jonjoe kenny
,,Samir,1142,samir
,,Emerson,1245,emerson
,,Alisson,1257,alisson
564.0,Moise Kean,Moise Kean,1304,moise kean
,,Allan,1379,allan
390.0,Adam Masina,Adam Masina,1441,adam masina
303.0,Emil Krafth,Emil Krafth,1545,emil krafth
108.0,Johann Berg Gudmundsson,Johann Berg Gudmundsson,1663,johann berg gudmundsson
395.0,Ashley Fletcher,Ashley Fletcher,1675,ashley fletcher
456.0,Ben Gibson,Ben Gibson,1707,ben gibson
552.0,Adam Forshaw,Adam Forshaw,1711,adam forshaw
384.0,Christian Kabasele,Christian Kabasele,1725,christian kabasele
338.0,Jack Stephens,Jack Stephens,1735,jack stephens
286.0,Eric Bailly,Eric Bailly,1739,eric bailly
103.0,Kevin Long,Kevin Long,1747,kevin long
13.0,Ainsley Maitland-Niles,Ainsley Maitland-Niles,1750,ainsley maitlandniles
203.0,Nampalys Mendy,Nampalys Mendy,1785,nampalys mendy
168.0,Lucas Digne,Lucas Digne,1823,lucas digne
,,Alex Telles,1828,alex telles
146.0,Vicente Guaita,Vicente Guaita,2190,vicente guaita
592.0,Saúl Ñíguez,Saúl Ñíguez,2266,saul niguez
489.0,Alphonse Areola,Alphonse Areola,2310,alphonse areola
,,André Gomes,2383,andre gomes
264.0,Oleksandr Zinchenko,Oleksandr Zinchenko,2958,oleksandr zinchenko
424.0,Issa Diop,Issa Diop,3203,issa diop
,,Nicolas N&#039;Koulou,3387,nicolas n039koulou
253.0,Benjamin Mendy,Benjamin Mendy,3389,benjamin mendy
,,Hélder Costa,3428,helder costa
673.0,Jonas Lössl,Jonas Lössl,3468,jonas lossl
34.0,Morgan Sanson,Morgan Sanson,3696,morgan sanson
30.0,Emiliano Martínez,Emiliano Martinez,4401,emiliano martinez
28.0,Jed Steer,Jed Steer,4475,jed steer
504.0,Jean-Philippe Gbamin,Jean-Philippe Gbamin,4764,jeanphilippe gbamin
,,Kiko Femenía,5043,kiko femenia
,,Kepa,5061,kepa
556.0,Álvaro Fernández,Álvaro Fernández,5191,alvaro fernandez
728.0,Álvaro Fernández,Álvaro Fernández,5191,alvaro fernandez
448.0,Angus Gunn,Angus Gunn,5544,angus gunn
216.0,Wilfred Ndidi,Wilfred Ndidi,5545,wilfred ndidi
152.0,Luka Milivojevic,Luka Milivojevic,5549,luka milivojevic
112.0,Nick Pope,Nick Pope,5552,nick pope
288.0,Aaron Wan-Bissaka,Aaron Wan-Bissaka,5584,aaron wanbissaka
559.0,Aaron Ramsdale,Aaron Ramsdale,5603,aaron ramsdale
501.0,Malang Sarr,Malang Sarr,5648,malang sarr
372.0,Giovani Lo Celso,Giovani Lo Celso,5681,giovani lo celso
432.0,Fernando Marçal,Fernando Marçal,5708,fernando marcal
157.0,Jairo Riedewald,Jairo Riedewald,6027,jairo riedewald
113.0,Charlie Taylor,Charlie Taylor,6044,charlie taylor
,,Solly March,6049,solly march
102.0,Dale Stephens,Dale Stephens,6051,dale stephens
,,Ederson,6054,ederson
284.0,Victor Lindelöf,Victor Lindelöf,6080,victor lindelof
386.0,Will Hughes,Will Hughes,6104,will hughes
702.0,Rodrigo Bentancur,Rodrigo Bentancur,6108,rodrigo bentancur
,,Nélson Semedo,6163,nelson semedo
,,Lyanco,6252,lyanco
194.0,Robin Koch,Robin Koch,6273,robin koch
458.0,Boubakary Soumaré,Boubakary Soumare,6310,boubakary soumare
488.0,Joachim Andersen,Joachim Andersen,6314,joachim andersen
243.0,Ibrahima Konaté,Ibrahima Konaté,6326,ibrahima konate
374.0,Joe Rodon,Joe Rodon,6377,joe rodon
214.0,Hamza Choudhury,Hamza Choudhury,6418,hamza choudhury
161.0,Nathan Ferguson,Nathan Ferguson,6451,nathan ferguson
622.0,Cenk Tosun,Cenk Tosun,6477,cenk tosun
,,Júnior Firpo,6485,junior firpo
531.0,Reiss Nelson,Reiss Nelson,6492,reiss nelson
460.0,Romain Perraud,Romain Perraud,6500,romain perraud
175.0,Yerry Mina,Yerry Mina,6521,yerry mina
295.0,Martin Dubravka,Martin Dubravka,6532,martin dubravka
,,Oghenekaro Etebo,6538,oghenekaro etebo
595.0,Jürgen Locadia,Jürgen Locadia,6542,jurgen locadia
349.0,Ibrahima Diallo,Ibrahima Diallo,6736,ibrahima diallo
118.0,Dwight McNeil,Dwight McNeil,6756,dwight mcneil
368.0,Ryan Sessegnon,Ryan Sessegnon,6837,ryan sessegnon
391.0,Ken Sema,Ken Sema,6841,ken sema
428.0,Willy Boly,Willy Boly,6850,willy boly
440.0,Morgan Gibbs-White,Morgan Gibbs-White,6857,morgan gibbswhite
143.0,Edouard Mendy,Edouard Mendy,6880,edouard mendy
415.0,Ryan Fredericks,Ryan Fredericks,6891,ryan fredericks
351.0,Mohammed Salisu,Mohammed Salisu,6923,mohammed salisu
698.0,Samuel Kalu,Samuel Kalu,6947,samuel kalu
691.0,Robin Olsen,Robin Olsen,6962,robin olsen
387.0,William Troost-Ekong,William Troost-Ekong,6996,william troostekong
396.0,Francisco Sierralta,Francisco Sierralta,7081,francisco sierralta
86.0,Mathias Jensen,Mathias Jensen,7166,mathias jensen
373.0,Oliver Skipp,Oliver Skipp,7198,oliver skipp
54.0,Jason Steele,Jason Steele,7235,jason steele
403.0,Imrân Louza,Imran Louza,7278,imran louza
546.0,Yan Valery,Yan Valery,7280,yan valery
,,Diogo Dalot,7281,diogo dalot
67.0,Ben White,Ben White,7298,ben white
487.0,Bryan Gil Salvatierra,Bryan Gil Salvatierra,7338,bryan gil salvatierra
580.0,Ozan Kabak,Ozan Kabak,7376,ozan kabak
506.0,Harvey Elliott,Harvey Elliott,7546,harvey elliott
220.0,Wesley Fofana,Wesley Fofana,7589,wesley fofana
326.0,Max Aarons,Max Aarons,7688,max aarons
179.0,Ben Godfrey,Ben Godfrey,7689,ben godfrey
311.0,Jamal Lewis,Jamal Lewis,7691,jamal lewis
325.0,Todd Cantwell,Todd Cantwell,7695,todd cantwell
350.0,Moussa Djenepo,Moussa Djenepo,7701,moussa djenepo
,,Trézéguet,7722,trezeguet
,,Wesley,7724,wesley
218.0,James Justin,James Justin,7753,james justin
260.0,Zack Steffen,Zack Steffen,7817,zack steffen
242.0,Caoimhin Kelleher,Caoimhin Kelleher,7904,caoimhin kelleher
590.0,Takehiro Tomiyasu,Takehiro Tomiyasu,7931,takehiro tomiyasu
145.0,Billy Gilmour,Billy Gilmour,7988,billy gilmour
324.0,Christoph Zimmermann,Christoph Zimmermann,7990,christoph zimmermann
72.0,Aaron Connolly,Aaron Connolly,7991,aaron connolly
589.0,Alex Kral,Alex Kral,8017,alex kral
73.0,Steven Alzate,Steven Alzate,8020,steven alzate
41.0,Marvelous Nakamba,Marvelous Nakamba,8040,marvelous nakamba
290.0,Brandon Williams,Brandon Williams,8075,brandon williams
547.0,Luke Cundle,Luke Cundle,8179,luke cundle
246.0,Neco Williams,Neco Williams,8204,neco williams
162.0,Tyrick Mitchell,Tyrick Mitchell,8214,tyrick mitchell
371.0,Japhet Tanganga,Japhet Tanganga,8222,japhet tanganga
347.0,William Smallbone,William Smallbone,8224,william smallbone
71.0,Tariq Lamptey,Tariq Lamptey,8226,tariq lamptey
400.0,Jeremy Ngakia,Jeremy Ngakia,8235,jeremy ngakia
443.0,Ki-Jana Hoever,Ki-Jana Hoever,8351,kijana hoever
8.0,Pablo Marí,Pablo Marí,8380,pablo mari
346.0,Nathan Tella,Nathan Tella,8456,nathan tella
