can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,position_name,price
True,True,,,500040,0,0,0,0,-28.8,-128,"[{'offset': 0, 'projected_percent': '-29.1', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-32.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-35.7', 'likelihood': -2}]",,False,0,2,3.0,3.0,0,Cristhian,3.0,11,False,,,55,500040.jpg,6.0,False,Mosquera,5.6,False,,a,1,3,6,17232,1822,55138,9189,0.5,1.1,Mosquera,,200.0,2025-07-24,2004-06-27,False,p500040,90,0,0,1,0,0,0,0,0,0,0,0,27,14.4,0.6,0.0,1.5,6,3,0,6,1,0.00,0.00,0.00,0.20,,,,,,,[],,119,55,246,89,568,200,210,82,0.0,0.0,0.0,0.0,0.2,0.0,195,27,83,34,55,25,65,26,1.0,1.0,6.0,Arsenal,DEF,5.5
True,True,,,223340,0,0,0,0,17.0,-114,"[{'offset': 0, 'projected_percent': '16.9', 'likelihood': 1}, {'offset': 1, 'projected_percent': '15.3', 'likelihood': 1}, {'offset': 2, 'projected_percent': '13.7', 'likelihood': 1}]",,False,0,3,4.5,4.5,0,Bukayo,4.5,12,False,,,95,223340.jpg,9.0,False,Saka,10.4,False,,a,1,3,9,94867,5954,44908,9678,0.5,0.9,Saka,,241.0,2018-11-28,2001-09-05,False,p223340,67,1,0,1,0,0,0,0,0,0,0,1,36,42.8,26.1,33.0,10.2,2,4,1,7,1,0.64,0.08,0.72,0.06,2.0,,2.0,,1.0,,[],,21,11,43,29,25,12,12,9,0.86,0.0,0.11,0.97,0.08,0.0,4,3,53,24,22,10,38,15,1.34,1.34,9.4,Arsenal,MID,9.5
True,True,,,204480,0,0,0,0,-39.7,-403,"[{'offset': 0, 'projected_percent': '-40.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-43.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-47.0', 'likelihood': -3}]",,False,0,3,1.5,1.5,0,Declan,1.5,13,False,,,75,204480.jpg,3.0,False,Rice,16.5,False,,a,1,3,3,38964,3477,184453,26731,0.2,0.4,Rice,,241.0,2023-07-15,1999-01-14,False,p204480,67,0,0,1,0,0,0,0,0,0,0,0,10,6.8,6.4,2.0,1.5,3,3,0,6,1,0.07,0.08,0.15,0.06,1.0,,1.0,,,,[],,193,77,136,80,187,95,213,96,0.09,0.0,0.11,0.2,0.08,0.0,15,9,160,74,110,50,23,8,1.34,1.34,8.06,Arsenal,MID,7.5
True,True,,,232413,-1,1,-1,1,-3.2,-98,"[{'offset': 0, 'projected_percent': '-3.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-8.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-13.4', 'likelihood': -1}]",,False,0,3,0.5,0.5,0,Eberechi,0.5,14,False,,,64,232413.jpg,1.0,False,Eze,1.7,False,,a,1,3,1,7134,1418,48755,4263,0.1,0.2,Eze,,241.0,2025-08-23,1998-06-29,False,p232413,14,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1.8,1.0,0.1,0,2,0,2,0,0.04,0.00,0.04,0.15,,,3.0,,,,[],,607,265,192,112,193,99,294,140,0.26,0.0,0.0,0.26,0.96,0.0,53,37,317,154,309,151,143,42,0.0,0.0,12.86,Arsenal,MID,6.4
True,True,,,184029,0,0,1,-1,7.4,154,"[{'offset': 0, 'projected_percent': '7.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '9.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '11.9', 'likelihood': 1}]",,False,0,3,5.5,5.5,0,Martin,5.5,15,False,,,66,184029.jpg,11.0,False,Ødegaard,11.9,False,,a,1,3,11,307951,18392,46231,9371,0.8,1.7,Ødegaard,,161.0,2021-08-20,1998-12-17,False,p184029,75,1,0,1,0,0,0,0,0,0,0,3,41,50.6,41.5,31.0,12.3,1,4,3,8,1,0.21,0.10,0.31,0.06,4.0,,,,3.0,,[],,6,4,13,11,27,13,6,5,0.25,0.0,0.12,0.37,0.07,0.0,31,20,31,15,8,5,34,12,1.2,1.2,9.6,Arsenal,MID,6.6
True,True,,,248857,0,0,-1,1,-11.8,-21,"[{'offset': 0, 'projected_percent': '-12.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-22.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-32.6', 'likelihood': -2}]",,False,0,3,0.5,0.5,0,Noni,0.5,16,False,,,64,248857.jpg,1.0,False,Madueke,0.3,False,,a,1,3,1,1728,316,8957,726,0.1,0.2,Madueke,,241.0,2025-07-18,2002-03-10,False,p248857,22,0,0,0,0,0,0,0,0,0,0,0,8,9.4,43.1,0.0,5.3,0,2,0,2,0,0.00,0.04,0.04,0.15,6.0,,,,,,[],,171,67,11,9,606,263,70,37,0.0,0.0,0.16,0.16,0.61,0.0,54,38,318,155,310,152,295,99,0.0,0.0,8.18,Arsenal,MID,6.4
True,True,,,195384,-1,1,-1,1,-3.9,-43,"[{'offset': 0, 'projected_percent': '-4.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-10.6', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-16.8', 'likelihood': -1}]",,False,0,3,0.5,0.5,0,Mikel,0.5,17,False,,,59,195384.jpg,1.0,False,Merino Zazón,0.6,False,,a,1,3,1,3053,631,17163,1906,0.1,0.2,Merino,,200.0,2024-08-27,1996-06-22,False,p195384,14,0,0,0,0,0,0,0,0,0,0,0,5,3.6,1.2,14.0,1.9,0,2,0,2,0,0.14,0.02,0.16,0.15,,,,,,,[],,233,103,216,121,73,40,186,83,0.9,0.0,0.13,1.03,0.96,0.0,108,69,305,146,295,142,242,82,0.0,0.0,12.86,Arsenal,MID,5.9
True,True,,,444145,0,0,-1,1,-23.3,-6,"[{'offset': 0, 'projected_percent': '-23.8', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-28.5', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-33.1', 'likelihood': -2}]",,False,0,3,0.0,0.0,0,Gabriel,0.0,18,False,,,64,444145.jpg,0.0,False,Martinelli Silva,0.2,False,,a,1,3,0,1579,261,7668,632,0.0,0.0,Martinelli,Gabriel Martinelli,30.0,2019-07-15,2001-06-18,False,p444145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,608,266,610,267,607,264,610,267,0.0,0.0,0.0,0.0,0.0,0.0,55,39,608,267,608,267,344,125,0.0,0.0,0.0,Arsenal,MID,6.4
True,True,,,481655,-1,1,-1,1,-2.7,-32,"[{'offset': 0, 'projected_percent': '-3.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-5.8', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-8.7', 'likelihood': -1}]",,False,0,3,0.5,0.5,0,Martín,0.5,19,False,,,54,481655.jpg,1.0,False,Zubimendi Ibáñez,0.9,False,,a,1,3,1,2210,631,22753,2161,0.1,0.2,Zubimendi,,200.0,2025-07-06,1999-02-02,False,p481655,22,0,0,0,0,0,0,0,0,0,0,0,3,3.8,2.3,0.0,0.6,0,2,1,3,0,0.00,0.02,0.02,0.15,,,,,,,[],,228,100,178,104,518,208,253,114,0.0,0.0,0.08,0.08,0.61,0.0,225,139,285,136,271,127,199,65,0.0,0.0,12.27,Arsenal,MID,5.4
True,True,,,616077,0,0,-1,1,-10.1,-1,"[{'offset': 0, 'projected_percent': '-10.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-12.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-13.7', 'likelihood': -1}]",,False,0,3,0.0,0.0,0,Max,0.0,20,False,,,54,616077.jpg,0.0,False,Dowman,0.1,False,,a,1,3,0,639,166,2599,269,0.0,0.0,Dowman,,241.0,2025-07-22,2009-12-31,False,p616077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,537,223,550,232,519,209,553,230,0.0,0.0,0.0,0.0,0.0,0.0,226,140,561,236,561,236,439,175,0.0,0.0,0.0,Arsenal,MID,5.4
True,True,,,499175,0,0,0,0,-100.2,2,"[{'offset': 0, 'projected_percent': '-97.9', 'likelihood': -4}, {'offset': 1, 'projected_percent': '-75.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-53.4', 'likelihood': -3}]",,False,0,3,0.0,0.0,0,Ethan,0.0,22,False,,,55,499175.jpg,0.0,False,Nwaneri,0.0,False,,a,1,3,0,105,29,365,41,0.0,0.0,Nwaneri,,241.0,2022-09-17,2007-03-21,False,p499175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,568,242,581,250,567,240,581,248,0.0,0.0,0.0,0.0,0.0,0.0,194,122,586,253,586,253,578,245,0.0,0.0,0.0,Arsenal,MID,5.5
True,True,,,438098,0,0,0,0,-59.2,0,"[{'offset': 0, 'projected_percent': '-59.2', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-59.2', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-59.2', 'likelihood': -3}]",,False,0,3,0.0,0.0,0,Fábio,0.0,23,False,,,55,438098.jpg,0.0,False,Ferreira Vieira,0.0,False,,a,1,3,0,114,34,244,29,0.0,0.0,Fábio Vieira,Fábio Vieira,173.0,2022-06-21,2000-05-30,False,p438098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,556,234,569,242,549,228,570,240,0.0,0.0,0.0,0.0,0.0,0.0,164,102,579,246,579,246,589,251,0.0,0.0,0.0,Arsenal,MID,5.5
True,False,0.0,,200641,0,0,0,0,0.0,-6,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Reiss,0.0,24,False,has departed the club as a free agent.,2026-08-29T00:33:08.556767Z,55,200641.jpg,0.0,False,Nelson,0.0,False,,u,1,3,0,68,4,243,71,0.0,0.0,Nelson,,241.0,2017-07-12,1999-12-10,False,p200641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,545,226,560,235,534,217,561,233,0.0,0.0,0.0,0.0,0.0,0.0,135,84,569,239,569,239,593,253,0.0,0.0,0.0,Arsenal,MID,5.5
True,True,,,224117,0,0,-1,1,-29.8,-346,"[{'offset': 0, 'projected_percent': '-30.6', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-38.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-46.1', 'likelihood': -3}]",,False,0,4,0.0,0.0,0,Viktor,0.0,25,False,,,74,224117.jpg,0.0,False,Gyökeres,6.4,False,,a,1,3,0,10225,1449,253485,15356,0.0,0.0,Gyökeres,,206.0,2025-07-26,1998-06-04,False,p224117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,2.0,,[],,618,71,619,71,619,71,619,71,0.0,0.0,0.0,0.0,0.0,0.0,21,8,615,70,615,70,62,10,0.0,0.0,0.0,Arsenal,FWD,7.4
True,True,,,219847,0,0,0,0,74.9,0,"[{'offset': 0, 'projected_percent': '74.9', 'likelihood': 3}, {'offset': 1, 'projected_percent': '74.9', 'likelihood': 3}, {'offset': 2, 'projected_percent': '74.9', 'likelihood': 3}]",,False,0,4,3.0,3.0,0,Kai,3.0,26,False,,,75,219847.jpg,6.0,False,Havertz,7.5,False,,a,1,3,6,199073,11465,49834,11009,0.4,0.8,Havertz,,80.0,2023-06-28,1999-06-11,False,p219847,90,1,0,1,0,0,0,0,0,0,0,0,34,37.2,13.2,25.0,7.5,2,0,0,2,1,0.26,0.03,0.29,0.20,,,,,,,[],,35,5,98,9,38,10,38,7,0.26,0.0,0.03,0.29,0.2,0.0,16,6,91,10,62,5,54,7,1.0,1.0,2.0,Arsenal,FWD,7.5
True,True,,,205651,0,0,0,0,-85.0,-4,"[{'offset': 0, 'projected_percent': '-85.2', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-86.9', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-88.6', 'likelihood': -3}]",,False,0,4,0.0,0.0,0,Gabriel,0.0,27,False,,,60,205651.jpg,0.0,False,Fernando de Jesus,0.3,False,,a,1,3,0,2603,689,8051,873,0.0,0.0,G.Jesus,Gabriel Jesus,30.0,2022-07-04,1997-04-03,False,p205651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,592,62,597,65,587,64,597,65,0.0,0.0,0.0,0.0,0.0,0.0,68,17,599,67,599,67,291,50,0.0,0.0,0.0,Arsenal,FWD,6.0
True,True,,,199798,0,0,0,0,-95.0,-408,"[{'offset': 0, 'projected_percent': '-95.6', 'likelihood': -4}, {'offset': 1, 'projected_percent': '-101.1', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-106.7', 'likelihood': -5}]",,False,0,2,0.0,0.0,0,Ezri,0.0,31,False,,,45,199798.jpg,0.0,False,Konsa Ngoyo,10.6,False,,a,1,3,0,64380,14559,250611,21024,0.0,0.0,Konsa,,241.0,2026-08-21,1997-10-23,False,p199798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,355,145,359,149,288,124,372,146,0.0,0.0,0.0,0.0,0.0,0.0,438,99,400,148,400,148,36,12,0.0,0.0,0.0,Arsenal,DEF,4.5
True,True,75.0,75.0,208706,0,0,-1,1,-18.6,-278,"[{'offset': 0, 'projected_percent': '-19.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-27.9', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-36.3', 'likelihood': -2}]",,False,0,3,0.0,0.0,0,Bruno,0.0,452,False,Thigh injury - 75% chance of playing,2026-08-20T17:00:08.846118Z,69,208706.jpg,0.0,False,Guimarães Rodriguez Moura,2.6,False,,d,1,3,0,1052,202,137961,11406,0.0,0.0,Bruno G.,Bruno Guimarães,30.0,2026-08-08,1997-11-16,False,p208706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,5.0,,,,4.0,,[],https://www.arsenal.com/news/arteta-issues-update-on-bruno-timber-and-saliba-aKfIr6V2lm7B?utm_source=premier-league-web&utm_medium=referral&utm_campaign=pl-referral-always-on&utm_content=home&utm_term=live-bar,615,271,617,272,616,271,617,272,0.0,0.0,0.0,0.0,0.0,0.0,30,19,614,271,614,271,114,36,0.0,0.0,0.0,Arsenal,MID,6.9
True,True,,,439509,0,0,0,0,95.1,176,"[{'offset': 0, 'projected_percent': '95.3', 'likelihood': 4}, {'offset': 1, 'projected_percent': '97.8', 'likelihood': 4}, {'offset': 2, 'projected_percent': '100.2', 'likelihood': 5}]",,False,0,3,3.0,3.0,0,Christos,3.0,557,False,,,65,439509.jpg,6.0,False,Tzolis,26.0,False,,a,1,3,6,263905,27218,72444,16744,0.5,0.9,Tzolis,,83.0,2026-07-23,2002-01-30,False,p439509,75,0,1,1,0,0,0,0,0,0,0,0,30,17.0,39.8,30.0,8.7,2,3,1,6,1,0.19,0.14,0.33,0.06,3.0,,,,,,[],,102,35,16,14,29,15,24,15,0.23,0.0,0.17,0.4,0.07,0.0,39,26,90,39,60,24,11,5,1.2,1.2,7.2,Arsenal,MID,6.5
